blknum,value
433792,{2020-03-21 06:11:02.146+00 .. 2020-03-21 06:12:28.083+00}
433920,{2020-03-21 06:12:05.86+00 .. 2020-03-21 06:13:29.486+00}
434048,{2020-03-21 06:13:11.523+00 .. 2020-03-21 06:14:49.619+00}
434176,{2020-03-21 06:14:29.137+00 .. 2020-03-21 06:16:01.467+00}
434304,{2020-03-21 06:15:34.542+00 .. 2020-03-21 06:17:14.669+00}
434432,{2020-03-21 06:16:43.796+00 .. 2020-03-21 06:20:06.215+00}
434560,{2020-03-21 06:18:11.836+00 .. 2020-05-01 14:24:19.276+00}
434688,{2020-03-21 06:19:04.14+00 .. 2020-05-01 06:35:01.014+00}
434816,{2020-03-21 06:19:54.889+00 .. 2020-05-01 07:32:08.638+00}
434944,{2020-03-21 06:20:48.291+00 .. 2020-03-21 06:23:07.8+00}
435072,{2020-03-21 06:21:44.929+00 .. 2020-03-21 06:24:02.636+00}
435200,{2020-03-21 06:22:35.931+00 .. 2020-03-21 06:24:30.384+00}
435328,{2020-03-21 06:23:29.884+00 .. 2020-03-21 06:25:19.288+00}
435456,{2020-03-21 06:24:23.709+00 .. 2020-03-21 06:25:54.844+00}
435584,{2020-03-21 06:25:26.775+00 .. 2020-03-21 06:27:38.808+00}
435712,{2020-03-21 06:27:35.184+00 .. 2020-05-01 17:33:52.085+00}
435840,{2020-03-21 18:50:06.035+00 .. 2020-05-01 19:12:42.451+00}
435968,{2020-03-22 02:05:41.659+00 .. 2020-05-02 01:16:51.588+00}
436096,{2020-03-22 06:00:12.606+00 .. 2020-03-22 06:01:30.31+00}
436224,{2020-03-22 06:01:12.489+00 .. 2020-05-02 01:16:51.676+00}
436352,{2020-03-22 06:02:15.364+00 .. 2020-03-22 06:03:44.911+00}
436480,{2020-03-22 06:03:22.124+00 .. 2020-03-22 06:18:27.545+00}
436608,{2020-03-22 06:17:50.324+00 .. 2020-03-22 06:19:20.322+00}
436736,{2020-03-22 06:18:48.955+00 .. 2020-03-22 06:20:07.295+00}
436864,{2020-03-22 06:19:47.875+00 .. 2020-05-02 01:16:51.807+00}
436992,{2020-03-22 06:21:00.303+00 .. 2020-03-22 06:22:28.783+00}
437120,{2020-03-22 06:22:04.933+00 .. 2020-05-02 01:33:01.482+00}
437248,{2020-03-22 06:22:57.42+00 .. 2020-03-22 06:24:28.07+00}
437376,{2020-03-22 06:23:47.496+00 .. 2020-03-22 06:25:27.062+00}
437504,{2020-03-22 06:25:09.747+00 .. 2020-03-22 06:26:56.873+00}
437632,{2020-03-22 06:26:29.621+00 .. 2020-03-22 06:29:24.277+00}
437760,{2020-03-22 06:28:10.12+00 .. 2020-03-22 06:29:31.793+00}
437888,{2020-03-22 06:29:06.836+00 .. 2020-05-02 05:24:53.558+00}
438016,{2020-03-22 06:30:11.01+00 .. 2020-03-22 06:33:36.997+00}
438144,{2020-03-22 06:31:10.456+00 .. 2020-03-22 06:33:55.055+00}
438272,{2020-03-22 06:32:08.98+00 .. 2020-03-22 06:34:41.796+00}
438400,{2020-03-22 06:33:08.792+00 .. 2020-03-22 06:35:52.5+00}
438528,{2020-03-22 06:34:04.502+00 .. 2020-03-22 06:36:13.633+00}
438656,{2020-03-22 06:35:03.947+00 .. 2020-03-22 06:36:15.314+00}
438784,{2020-03-22 06:36:10.794+00 .. 2020-05-02 05:24:53.588+00}
438912,{2020-03-22 09:57:33.756+00 .. 2020-05-02 05:24:53.661+00}
439040,{2020-03-22 21:59:09.006+00 .. 2020-05-02 22:06:30.257+00}
439168,{2020-03-23 06:00:42.508+00 .. 2020-03-23 06:02:06.87+00}
439296,{2020-03-23 06:01:43.872+00 .. 2020-03-23 06:03:42.26+00}
439424,{2020-03-23 06:03:08.125+00 .. 2020-03-23 06:05:02.072+00}
439552,{2020-03-23 06:04:41.883+00 .. 2020-05-02 22:23:31.204+00}
439680,{2020-03-23 06:11:25.908+00 .. 2020-05-02 23:28:14.334+00}
439808,{2020-03-23 06:14:59.343+00 .. 2020-03-23 06:16:19.038+00}
439936,{2020-03-23 06:15:50.71+00 .. 2020-03-23 06:17:09.636+00}
440064,{2020-03-23 06:16:43.42+00 .. 2020-03-23 06:18:25.84+00}
440192,{2020-03-23 06:17:47.584+00 .. 2020-03-23 06:18:55.282+00}
440320,{2020-03-23 06:18:39.896+00 .. 2020-03-23 06:20:13.911+00}
440448,{2020-03-23 06:19:31.013+00 .. 2020-05-02 23:41:01.065+00}
440576,{2020-03-23 06:20:30.988+00 .. 2020-03-23 06:24:45.651+00}
440704,{2020-03-23 06:21:45.879+00 .. 2020-03-23 06:25:52.88+00}
440832,{2020-03-23 06:24:44.312+00 .. 2020-03-23 06:26:38.61+00}
440960,{2020-03-23 06:25:41.873+00 .. 2020-03-23 06:26:58.109+00}
441088,{2020-03-23 06:26:51.145+00 .. 2020-03-23 06:30:07.274+00}
441216,{2020-03-23 06:27:37.654+00 .. 2020-05-03 01:02:35.656+00}
441344,{2020-03-23 06:28:33.46+00 .. 2020-03-23 06:30:11.22+00}
441472,{2020-03-23 06:29:28.926+00 .. 2020-03-23 06:31:50.364+00}
441600,{2020-03-23 06:30:18.801+00 .. 2020-03-23 06:32:22.429+00}
441728,{2020-03-23 06:31:14.554+00 .. 2020-03-23 06:32:27.52+00}
441856,{2020-03-23 06:32:24.636+00 .. 2020-03-23 08:40:09.94+00}
441984,{2020-03-23 08:40:09.956+00 .. 2020-05-03 04:17:55.038+00}
442112,{2020-03-23 16:43:13.152+00 .. 2020-05-03 20:43:05.649+00}
442240,{2020-03-23 22:44:40.696+00 .. 2020-05-03 20:53:51.183+00}
442368,{2020-03-23 22:46:50.705+00 .. 2020-05-03 22:50:03.422+00}
442496,{2020-03-23 22:48:53.695+00 .. 2020-05-04 00:00:05.504+00}
442624,{2020-03-23 23:17:23.557+00 .. 2020-03-23 23:20:19.359+00}
442752,{2020-03-23 23:19:25.939+00 .. 2020-05-04 02:50:03.486+00}
442880,{2020-03-24 00:02:14.115+00 .. 2020-03-24 00:07:29.033+00}
443008,{2020-03-24 00:06:49.742+00 .. 2020-05-04 03:10:03.682+00}
443136,{2020-03-24 00:11:15.38+00 .. 2020-05-04 03:50:03.548+00}
443264,{2020-03-24 05:23:42.188+00 .. 2020-03-24 06:02:17.771+00}
443392,{2020-03-24 06:01:58.553+00 .. 2020-03-24 06:05:15.2+00}
443520,{2020-03-24 06:04:27.431+00 .. 2020-03-24 06:07:37.444+00}
443648,{2020-03-24 06:06:40.423+00 .. 2020-03-24 06:16:28.647+00}
443776,{2020-03-24 06:15:43.312+00 .. 2020-03-24 06:16:43.188+00}
443904,{2020-03-24 06:16:38.796+00 .. 2020-05-04 04:40:03.719+00}
444032,{2020-03-24 06:18:40.112+00 .. 2020-03-24 06:20:03.753+00}
444160,{2020-03-24 06:19:40.971+00 .. 2020-03-24 06:20:54.26+00}
444288,{2020-03-24 06:20:39.468+00 .. 2020-03-24 06:21:58.183+00}
444416,{2020-03-24 06:21:29.575+00 .. 2020-03-24 06:22:49.245+00}
444544,{2020-03-24 06:22:21.071+00 .. 2020-03-24 06:25:03.242+00}
444672,{2020-03-24 06:23:40.156+00 .. 2020-03-24 06:26:00.673+00}
444800,{2020-03-24 06:25:33.1+00 .. 2020-03-24 06:27:08.793+00}
444928,{2020-03-24 06:26:49.479+00 .. 2020-03-24 06:30:43.426+00}
445056,{2020-03-24 06:30:18.354+00 .. 2020-05-06 11:31:42.924+00}
445184,{2020-03-24 06:31:17.479+00 .. 2020-03-24 06:33:41.573+00}
445312,{2020-03-24 06:32:22.316+00 .. 2020-03-24 06:34:08.939+00}
445440,{2020-03-24 06:33:15.313+00 .. 2020-03-24 06:35:49.642+00}
445568,{2020-03-24 06:34:09.072+00 .. 2020-03-24 06:36:02.96+00}
445696,{2020-03-24 06:35:03.842+00 .. 2020-03-24 06:36:10.743+00}
445824,{2020-03-24 06:35:56.524+00 .. 2020-03-24 06:38:02.99+00}
445952,{2020-03-24 06:36:55.88+00 .. 2020-03-24 06:38:48.363+00}
446080,{2020-03-24 06:37:49.014+00 .. 2020-05-06 17:24:22.864+00}
446208,{2020-03-24 06:40:05.973+00 .. 2020-03-24 11:21:30.424+00}
446336,{2020-03-24 11:21:30.463+00 .. 2020-05-06 17:42:44.308+00}
446464,{2020-03-24 13:29:37.96+00 .. 2020-05-06 20:26:57.833+00}
446592,{2020-03-24 13:35:33.182+00 .. 2020-05-06 20:37:20.595+00}
446720,{2020-03-24 17:31:06.086+00 .. 2020-05-06 21:08:42.78+00}
446848,{2020-03-24 19:07:29.119+00 .. 2020-03-24 19:26:51.477+00}
446976,{2020-03-24 19:10:05.743+00 .. 2020-05-06 23:52:36.483+00}
447104,{2020-03-24 20:12:37.211+00 .. 2020-05-08 01:37:40.709+00}
447232,{2020-03-25 05:38:11.657+00 .. 2020-03-25 14:00:18.214+00}
447360,{2020-03-25 13:59:28.476+00 .. 2020-03-25 15:43:13.748+00}
447488,{2020-03-25 15:43:12.284+00 .. 2020-05-08 01:57:50.903+00}
447616,{2020-03-25 22:28:49.336+00 .. 2020-05-08 03:18:32.117+00}
447744,{2020-03-25 22:31:02.977+00 .. 2020-03-25 22:44:33.536+00}
447872,{2020-03-25 22:33:14.325+00 .. 2020-03-26 01:54:57.093+00}
448000,{2020-03-26 01:53:00.023+00 .. 2020-03-26 01:56:05.723+00}
448128,{2020-03-26 01:54:50.931+00 .. 2020-03-26 01:57:24.402+00}
448256,{2020-03-26 01:56:54.133+00 .. 2020-03-26 02:04:12.695+00}
448384,{2020-03-26 02:04:06.653+00 .. 2020-05-08 03:52:47.469+00}
448512,{2020-03-26 02:06:52.635+00 .. 2020-03-26 02:18:01.145+00}
448640,{2020-03-26 02:17:51.887+00 .. 2020-03-26 02:27:27.448+00}
448768,{2020-03-26 02:27:21.052+00 .. 2020-03-26 03:30:04.022+00}
448896,{2020-03-26 03:26:47.917+00 .. 2020-03-26 03:30:05.388+00}
449024,{2020-03-26 03:29:28.92+00 .. 2020-05-08 04:16:02.996+00}
449152,{2020-03-26 06:00:22.905+00 .. 2020-03-26 06:01:57.75+00}
449280,{2020-03-26 06:01:32.646+00 .. 2020-05-08 04:53:41.986+00}
449408,{2020-03-26 06:02:36.811+00 .. 2020-03-26 06:04:17.638+00}
449536,{2020-03-26 06:03:32.8+00 .. 2020-03-26 06:04:56.212+00}
449664,{2020-03-26 06:04:23.512+00 .. 2020-03-26 06:05:38.866+00}
449792,{2020-03-26 06:05:16.953+00 .. 2020-03-26 06:06:48.49+00}
449920,{2020-03-26 06:06:14.398+00 .. 2020-05-08 05:20:11.111+00}
450048,{2020-03-26 06:07:06.301+00 .. 2020-03-26 06:10:54.546+00}
450176,{2020-03-26 06:08:02.416+00 .. 2020-03-26 06:11:26.773+00}
450304,{2020-03-26 06:11:00.293+00 .. 2020-03-26 06:12:58.028+00}
450432,{2020-03-26 06:12:23.374+00 .. 2020-03-26 06:13:37.707+00}
450560,{2020-03-26 06:13:15.763+00 .. 2020-03-26 06:15:06.842+00}
450688,{2020-03-26 06:14:17.191+00 .. 2020-03-26 06:17:21.089+00}
450816,{2020-03-26 06:15:20.465+00 .. 2020-03-26 06:17:44.002+00}
450944,{2020-03-26 06:16:19.953+00 .. 2020-05-08 02:25:14.33+00}
451072,{2020-03-26 06:17:18.612+00 .. 2020-03-26 06:19:27.233+00}
451200,{2020-03-26 06:18:10.623+00 .. 2020-03-26 06:20:53.703+00}
451328,{2020-03-26 06:19:04.131+00 .. 2020-05-08 02:42:54.824+00}
451456,{2020-03-26 06:20:04.641+00 .. 2020-03-26 06:22:19.564+00}
451584,{2020-03-26 06:20:59.827+00 .. 2020-03-26 06:22:42.023+00}
451712,{2020-03-26 06:21:52.002+00 .. 2020-03-26 06:25:21.764+00}
451840,{2020-03-26 06:24:05.777+00 .. 2020-05-08 05:46:37.814+00}
451968,{2020-03-26 10:54:06.58+00 .. 2020-03-26 11:08:05.891+00}
452096,{2020-03-26 10:56:05.561+00 .. 2020-03-26 11:08:05.891+00}
452224,{2020-03-26 10:58:00.518+00 .. 2020-05-08 06:27:28.825+00}
452352,{2020-03-26 13:31:11.067+00 .. 2020-05-08 07:16:52.259+00}
452480,{2020-03-26 17:20:14.04+00 .. 2020-05-08 08:12:55.404+00}
452608,{2020-03-26 21:59:15.234+00 .. 2020-05-08 09:34:49.07+00}
452736,{2020-03-27 06:00:13.959+00 .. 2020-03-27 06:01:47.978+00}
452864,{2020-03-27 06:01:22.96+00 .. 2020-03-27 06:03:40.441+00}
452992,{2020-03-27 06:02:27.68+00 .. 2020-05-08 09:34:53.56+00}
453120,{2020-03-27 06:03:35.311+00 .. 2020-05-08 09:35:20.581+00}
453248,{2020-03-27 06:32:46.183+00 .. 2020-05-08 09:35:24.341+00}
453376,{2020-03-27 06:38:10.068+00 .. 2020-03-27 06:41:19.055+00}
453504,{2020-03-27 06:41:00.171+00 .. 2020-05-08 10:26:41.619+00}
453632,{2020-03-27 06:42:00.36+00 .. 2020-03-27 06:43:16.427+00}
453760,{2020-03-27 06:42:54.383+00 .. 2020-03-27 06:44:17.51+00}
453888,{2020-03-27 06:43:48.691+00 .. 2020-03-27 06:45:03.615+00}
454016,{2020-03-27 06:44:41.359+00 .. 2020-03-27 06:45:52.869+00}
454144,{2020-03-27 06:45:31.463+00 .. 2020-03-27 06:47:10.207+00}
454272,{2020-03-27 06:46:24.657+00 .. 2020-03-27 06:47:48.746+00}
454400,{2020-03-27 06:47:24.646+00 .. 2020-05-08 12:01:54.702+00}
454528,{2020-03-27 06:50:25.747+00 .. 2020-05-08 12:38:18.476+00}
454656,{2020-03-27 06:51:28.005+00 .. 2020-03-27 06:54:38.576+00}
454784,{2020-03-27 06:52:24.264+00 .. 2020-03-27 06:55:05.887+00}
454912,{2020-03-27 06:53:23.678+00 .. 2020-03-27 06:55:45.413+00}
455040,{2020-03-27 06:54:18.22+00 .. 2020-03-27 06:56:24.048+00}
455168,{2020-03-27 06:55:11.575+00 .. 2020-05-08 12:56:43.517+00}
455296,{2020-03-27 06:56:04.828+00 .. 2020-03-27 06:58:09.254+00}
455424,{2020-03-27 06:56:58.522+00 .. 2020-03-27 06:58:30.112+00}
455552,{2020-03-27 06:58:10.656+00 .. 2020-05-08 13:35:22.191+00}
455680,{2020-03-27 07:41:41.269+00 .. 2020-05-11 07:46:54.122+00}
455808,{2020-03-27 14:19:50.617+00 .. 2020-03-28 06:00:35.115+00}
455936,{2020-03-28 06:00:23.668+00 .. 2020-05-11 07:47:00.012+00}
456064,{2020-03-28 06:26:42.857+00 .. 2020-03-28 06:28:08.307+00}
456192,{2020-03-28 06:27:50.601+00 .. 2020-03-28 06:29:42.335+00}
456320,{2020-03-28 06:29:04.565+00 .. 2020-03-28 06:47:58.57+00}
456448,{2020-03-28 06:47:57.444+00 .. 2020-03-28 06:50:11.767+00}
456576,{2020-03-28 06:49:15.993+00 .. 2020-03-28 06:50:43.167+00}
456704,{2020-03-28 06:50:12.226+00 .. 2020-05-11 11:40:58.866+00}
456832,{2020-03-28 06:51:04.417+00 .. 2020-03-28 06:52:29.789+00}
456960,{2020-03-28 06:52:12.214+00 .. 2020-03-28 06:53:39.805+00}
457088,{2020-03-28 06:53:17.956+00 .. 2020-03-28 06:54:46.907+00}
457216,{2020-03-28 06:54:25.64+00 .. 2020-03-28 06:56:01.046+00}
457344,{2020-03-28 06:55:35.295+00 .. 2020-03-28 06:57:21.859+00}
457472,{2020-03-28 06:56:53.605+00 .. 2020-03-28 06:59:35.592+00}
457600,{2020-03-28 06:58:00.049+00 .. 2020-03-28 07:00:30.957+00}
457728,{2020-03-28 06:58:53.36+00 .. 2020-05-11 11:41:42.231+00}
457856,{2020-03-28 06:59:46.671+00 .. 2020-05-11 14:23:43.631+00}
457984,{2020-03-28 07:00:39.856+00 .. 2020-03-28 07:04:19.987+00}
458112,{2020-03-28 07:01:39.128+00 .. 2020-03-28 07:03:33.866+00}
458240,{2020-03-28 07:02:31.187+00 .. 2020-05-11 14:24:49.426+00}
458368,{2020-03-28 07:03:22.048+00 .. 2020-03-28 07:05:36.309+00}
458496,{2020-03-28 07:04:17.824+00 .. 2020-03-28 07:06:14.712+00}
458624,{2020-03-28 07:05:28.138+00 .. 2020-03-28 07:08:52.907+00}
458752,{2020-03-28 07:08:43.325+00 .. 2020-05-11 14:26:20.715+00}
458880,{2020-03-28 13:47:31.011+00 .. 2020-05-11 14:26:26.021+00}
459008,{2020-03-29 05:13:19.924+00 .. 2020-05-11 15:10:48.9+00}
459136,{2020-03-29 06:07:23.777+00 .. 2020-03-29 06:09:49.588+00}
459264,{2020-03-29 06:08:40.187+00 .. 2020-03-29 06:10:47.546+00}
459392,{2020-03-29 06:09:48.397+00 .. 2020-03-29 06:17:41.015+00}
459520,{2020-03-29 06:17:25.926+00 .. 2020-03-29 06:18:36.677+00}
459648,{2020-03-29 06:18:31.357+00 .. 2020-03-29 06:22:00.601+00}
459776,{2020-03-29 06:21:46.977+00 .. 2020-03-29 06:22:57.736+00}
459904,{2020-03-29 06:22:39.899+00 .. 2020-03-29 06:24:12.189+00}
460032,{2020-03-29 06:23:32.658+00 .. 2020-03-29 06:24:55.692+00}
460160,{2020-03-29 06:24:32.46+00 .. 2020-03-29 06:26:23.52+00}
460288,{2020-03-29 06:25:56.474+00 .. 2020-03-29 06:27:25.275+00}
460416,{2020-03-29 06:26:56.518+00 .. 2020-03-29 06:31:26.422+00}
460544,{2020-03-29 06:27:47.826+00 .. 2020-05-11 19:13:35.714+00}
460672,{2020-03-29 06:32:09.304+00 .. 2020-03-29 06:34:14.391+00}
460800,{2020-03-29 06:33:00.871+00 .. 2020-03-29 06:34:21.194+00}
460928,{2020-03-29 06:33:53.27+00 .. 2020-03-29 06:36:03.352+00}
461056,{2020-03-29 06:34:56.701+00 .. 2020-03-29 06:38:15.04+00}
461184,{2020-03-29 06:35:49.698+00 .. 2020-03-29 06:38:12.796+00}
461312,{2020-03-29 06:36:42.913+00 .. 2020-03-29 06:39:44.524+00}
461440,{2020-03-29 06:37:40.729+00 .. 2020-03-29 06:39:46.405+00}
461568,{2020-03-29 06:38:30.864+00 .. 2020-03-29 06:40:22.765+00}
461696,{2020-03-29 06:39:36.706+00 .. 2020-05-11 19:14:10.984+00}
461824,{2020-03-29 06:41:46.756+00 .. 2020-05-11 19:24:44.678+00}
461952,{2020-03-29 13:33:36.217+00 .. 2020-05-11 20:06:20.781+00}
462080,{2020-03-30 04:03:23.033+00 .. 2020-05-11 20:09:37.763+00}
462208,{2020-03-30 06:06:14.523+00 .. 2020-05-11 21:10:30.909+00}
462336,{2020-03-30 06:07:23.222+00 .. 2020-03-30 06:09:17.116+00}
462464,{2020-03-30 06:08:25.691+00 .. 2020-03-30 06:22:35.124+00}
462592,{2020-03-30 06:22:08.721+00 .. 2020-05-11 21:39:01.202+00}
462720,{2020-03-30 06:24:44.001+00 .. 2020-03-30 06:26:00.179+00}
462848,{2020-03-30 06:25:39.154+00 .. 2020-03-30 06:27:16.3+00}
462976,{2020-03-30 06:26:53.359+00 .. 2020-03-30 06:28:13.173+00}
463104,{2020-03-30 06:27:56.019+00 .. 2020-03-30 06:29:26.117+00}
463232,{2020-03-30 06:28:52.798+00 .. 2020-03-30 06:29:47.397+00}
463360,{2020-03-30 06:29:45.803+00 .. 2020-05-11 22:50:02.428+00}
463488,{2020-03-30 06:31:03.071+00 .. 2020-03-30 06:32:37.843+00}
463616,{2020-03-30 06:32:17.411+00 .. 2020-03-30 06:34:47.647+00}
463744,{2020-03-30 06:34:15.237+00 .. 2020-03-30 06:36:45.36+00}
463872,{2020-03-30 06:35:10.848+00 .. 2020-03-30 06:38:28.675+00}
464000,{2020-03-30 06:36:09.646+00 .. 2020-03-30 06:39:17.573+00}
464128,{2020-03-30 06:37:02.508+00 .. 2020-03-30 06:39:25.244+00}
464256,{2020-03-30 06:37:58.761+00 .. 2020-03-30 06:40:05.374+00}
464384,{2020-03-30 06:38:58.307+00 .. 2020-03-30 06:41:44.595+00}
464512,{2020-03-30 06:39:51.918+00 .. 2020-03-30 06:42:02.132+00}
464640,{2020-03-30 06:40:48.661+00 .. 2020-03-30 06:42:29.181+00}
464768,{2020-03-30 06:41:52.267+00 .. 2020-03-30 06:44:08.53+00}
464896,{2020-03-30 06:43:58.149+00 .. 2020-04-02 17:01:20.334+00}
465024,{2020-03-30 13:31:43.224+00 .. 2020-04-02 17:25:14.81+00}
465152,{2020-03-30 18:49:22.178+00 .. 2020-04-02 18:39:15.108+00}
465280,{2020-03-31 02:19:08.682+00 .. 2020-04-02 19:02:19.412+00}
465408,{2020-03-31 06:08:56.239+00 .. 2020-03-31 06:10:45.27+00}
465536,{2020-03-31 06:10:25.854+00 .. 2020-04-02 19:04:27.006+00}
465664,{2020-03-31 06:11:33.97+00 .. 2020-03-31 06:26:50.92+00}
465792,{2020-03-31 06:26:01.161+00 .. 2020-04-02 19:06:38.465+00}
465920,{2020-03-31 06:27:07.706+00 .. 2020-03-31 06:28:26.064+00}
466048,{2020-03-31 06:28:08.841+00 .. 2020-03-31 06:29:35.428+00}
466176,{2020-03-31 06:29:12.868+00 .. 2020-03-31 06:30:55.272+00}
466304,{2020-03-31 06:30:27.955+00 .. 2020-03-31 06:31:41.151+00}
466432,{2020-03-31 06:31:20.873+00 .. 2020-03-31 06:32:33.296+00}
466560,{2020-03-31 06:32:29.761+00 .. 2020-03-31 06:33:34.19+00}
466688,{2020-03-31 06:33:20.867+00 .. 2020-03-31 06:35:03.209+00}
466816,{2020-03-31 06:34:40.333+00 .. 2020-03-31 06:37:22.048+00}
466944,{2020-03-31 06:36:34.348+00 .. 2020-03-31 06:38:42.413+00}
467072,{2020-03-31 06:37:29.563+00 .. 2020-03-31 06:38:56.582+00}
467200,{2020-03-31 06:38:28.259+00 .. 2020-03-31 06:40:16.2+00}
467328,{2020-03-31 06:39:26.002+00 .. 2020-03-31 06:41:47.312+00}
467456,{2020-03-31 06:40:20.64+00 .. 2020-03-31 06:42:53.032+00}
467584,{2020-03-31 06:41:15.971+00 .. 2020-03-31 06:44:16.658+00}
467712,{2020-03-31 06:42:10.381+00 .. 2020-03-31 06:43:55.885+00}
467840,{2020-03-31 06:43:02.84+00 .. 2020-03-31 06:44:40.806+00}
467968,{2020-03-31 06:44:02.319+00 .. 2020-03-31 06:46:21.986+00}
468096,{2020-03-31 06:46:10.591+00 .. 2020-04-03 02:49:05.543+00}
468224,{2020-03-31 13:32:17.527+00 .. 2020-04-03 03:40:30.209+00}
468352,{2020-04-02 16:29:52.155+00 .. 2020-04-02 16:32:45.755+00}
468480,{2020-04-02 16:31:09.716+00 .. 2020-04-02 16:32:59.315+00}
468608,{2020-04-02 16:32:15.619+00 .. 2020-04-02 16:33:26.417+00}
468736,{2020-04-02 16:33:14.481+00 .. 2020-04-03 04:46:23.662+00}
468864,{2020-04-02 19:55:16.903+00 .. 2020-04-02 19:58:58.39+00}
468992,{2020-04-02 19:56:10.985+00 .. 2020-04-02 20:00:02.683+00}
469120,{2020-04-02 19:58:39.448+00 .. 2020-04-02 20:00:05.605+00}
469248,{2020-04-02 19:59:20.26+00 .. 2020-04-02 20:00:27.429+00}
469376,{2020-04-02 20:00:03.927+00 .. 2020-04-03 06:25:24.026+00}
469504,{2020-04-03 02:32:23.679+00 .. 2020-04-03 08:03:56.805+00}
469632,{2020-04-03 02:33:56.891+00 .. 2020-04-03 02:36:19.186+00}
469760,{2020-04-03 02:35:25.585+00 .. 2020-04-03 02:39:46.411+00}
469888,{2020-04-03 02:36:02.992+00 .. 2020-04-03 09:47:12.958+00}
470016,{2020-04-03 02:39:55.743+00 .. 2020-04-03 02:44:37.872+00}
470144,{2020-04-03 02:40:28.252+00 .. 2020-04-03 02:44:44.17+00}
470272,{2020-04-03 02:40:59.029+00 .. 2020-04-03 02:45:32.662+00}
470400,{2020-04-03 02:41:40.382+00 .. 2020-04-03 02:42:38.058+00}
470528,{2020-04-03 02:42:22.348+00 .. 2020-04-03 02:43:49.681+00}
470656,{2020-04-03 02:43:08.061+00 .. 2020-04-03 02:45:31.924+00}
470784,{2020-04-03 02:43:54.107+00 .. 2020-04-03 02:45:30.823+00}
470912,{2020-04-03 02:44:34.327+00 .. 2020-04-03 02:45:33.066+00}
471040,{2020-04-03 02:45:12.237+00 .. 2020-04-03 02:47:37.67+00}
471168,{2020-04-03 02:47:29.508+00 .. 2020-04-03 05:20:36.414+00}
471296,{2020-04-03 05:20:19.094+00 .. 2020-04-03 10:43:27.958+00}
471424,{2020-04-03 10:40:28.658+00 .. 2020-04-03 13:12:09.579+00}
471552,{2020-04-03 13:11:52.051+00 .. 2020-04-03 13:14:06.193+00}
471680,{2020-04-03 13:13:49.768+00 .. 2020-04-03 13:15:33.381+00}
471808,{2020-04-03 13:15:13.935+00 .. 2020-04-03 13:16:33.609+00}
471936,{2020-04-03 13:16:26.059+00 .. 2020-04-03 16:46:36.753+00}
472064,{2020-04-03 16:45:46.79+00 .. 2020-04-03 16:55:47.148+00}
472192,{2020-04-03 16:51:04.138+00 .. 2020-04-04 00:44:29.721+00}
472320,{2020-04-03 16:53:56.428+00 .. 2020-04-03 16:55:46.173+00}
472448,{2020-04-03 16:54:44.072+00 .. 2020-04-03 16:55:47.168+00}
472576,{2020-04-03 16:55:31.012+00 .. 2020-04-04 04:50:12.449+00}
472704,{2020-04-03 21:26:25.051+00 .. 2020-04-03 23:28:14.106+00}
472832,{2020-04-03 21:43:23.096+00 .. 2020-04-04 10:28:55.165+00}
472960,{2020-04-03 21:55:19.473+00 .. 2020-04-04 00:22:00.295+00}
473088,{2020-04-04 00:16:34.876+00 .. 2020-04-04 16:24:35.918+00}
473216,{2020-04-04 03:48:23.741+00 .. 2020-04-04 16:31:55.28+00}
473344,{2020-04-04 16:31:39.737+00 .. 2020-04-05 00:54:08.319+00}
473472,{2020-04-05 00:41:10.633+00 .. 2020-04-05 04:33:04.782+00}
473600,{2020-04-05 04:33:05.01+00 .. 2020-04-06 00:16:05.565+00}
473728,{2020-04-05 15:45:13.016+00 .. 2020-04-05 20:10:04.122+00}
473856,{2020-04-05 19:55:30.798+00 .. 2020-04-06 00:22:37.782+00}
473984,{2020-04-06 00:08:03.297+00 .. 2020-04-06 06:18:33.348+00}
474112,{2020-04-06 06:18:23.893+00 .. 2020-04-07 02:10:04.233+00}
474240,{2020-04-06 17:39:54.095+00 .. 2020-04-07 02:40:04.801+00}
474368,{2020-04-07 00:05:54.699+00 .. 2020-04-07 06:01:35.139+00}
474496,{2020-04-07 04:30:35.943+00 .. 2020-04-07 22:00:07.336+00}
474624,{2020-04-07 13:21:12.966+00 .. 2020-04-07 23:18:51.242+00}
474752,{2020-04-07 13:24:58.747+00 .. 2020-04-07 13:31:22.168+00}
474880,{2020-04-07 13:31:15.821+00 .. 2020-04-08 00:12:59.054+00}
475008,{2020-04-07 17:46:08.926+00 .. 2020-04-08 04:20:04.273+00}
475136,{2020-04-07 17:59:44.865+00 .. 2020-04-08 06:12:23.523+00}
475264,{2020-04-07 18:14:21.373+00 .. 2020-04-07 18:31:03.825+00}
475392,{2020-04-07 18:29:21.636+00 .. 2020-04-08 06:30:04.662+00}
475520,{2020-04-07 22:42:23.527+00 .. 2020-04-08 00:00:47.478+00}
475648,{2020-04-08 00:00:42.55+00 .. 2020-04-08 06:18:29.545+00}
475776,{2020-04-08 06:18:28.115+00 .. 2020-04-08 13:21:02.775+00}
475904,{2020-04-08 13:20:40.499+00 .. 2020-04-08 14:20:39.004+00}
476032,{2020-04-08 14:20:02.406+00 .. 2020-04-08 14:25:41.229+00}
476160,{2020-04-08 14:25:15.005+00 .. 2020-04-08 18:30:04.837+00}
476288,{2020-04-08 15:20:50.652+00 .. 2020-04-08 16:20:45.958+00}
