blknum,value
156800,{2019-12-30 01:57:40.59+00 .. 2019-12-30 01:59:23.207+00}
156928,{2019-12-30 01:59:07.004+00 .. 2019-12-30 02:00:41.178+00}
157056,{2019-12-30 02:00:16.838+00 .. 2019-12-30 03:16:54.247+00}
157184,{2019-12-30 03:16:26.254+00 .. 2019-12-30 05:01:38.679+00}
157312,{2019-12-30 05:01:09.758+00 .. 2019-12-30 05:02:57.337+00}
157440,{2019-12-30 05:02:14.878+00 .. 2019-12-30 05:03:51.296+00}
157568,{2019-12-30 05:03:13.75+00 .. 2019-12-30 05:04:28.199+00}
157696,{2019-12-30 05:04:12.159+00 .. 2019-12-30 05:09:56.437+00}
157824,{2019-12-30 05:09:56.441+00 .. 2019-12-30 07:46:47.045+00}
157952,{2019-12-30 07:46:18.366+00 .. 2019-12-30 07:48:38.341+00}
158080,{2019-12-30 07:47:44.757+00 .. 2019-12-30 07:49:19.981+00}
158208,{2019-12-30 07:48:52.365+00 .. 2019-12-30 07:50:56.033+00}
158336,{2019-12-30 07:50:18.598+00 .. 2019-12-30 09:28:08.69+00}
158464,{2019-12-30 08:53:34.732+00 .. 2019-12-30 09:32:47.191+00}
158592,{2019-12-30 09:32:13.272+00 .. 2019-12-30 09:33:37.585+00}
158720,{2019-12-30 09:33:24.731+00 .. 2019-12-30 09:34:49.56+00}
158848,{2019-12-30 09:34:29.774+00 .. 2019-12-30 09:38:24.034+00}
158976,{2019-12-30 09:37:34.773+00 .. 2019-12-30 11:35:21.462+00}
159104,{2019-12-30 11:34:25.876+00 .. 2019-12-30 11:35:42.488+00}
159232,{2019-12-30 11:35:30.692+00 .. 2019-12-30 11:36:48.743+00}
159360,{2019-12-30 11:36:34.209+00 .. 2019-12-30 11:37:45.731+00}
159488,{2019-12-30 11:37:15.846+00 .. 2019-12-30 11:39:20.219+00}
159616,{2019-12-30 11:39:19.033+00 .. 2019-12-30 15:05:13.305+00}
159744,{2019-12-30 15:04:55.079+00 .. 2019-12-30 16:18:45.283+00}
159872,{2019-12-30 16:18:06.38+00 .. 2019-12-30 16:23:14.308+00}
160000,{2019-12-30 16:22:21.118+00 .. 2019-12-30 16:24:33.172+00}
160128,{2019-12-30 16:23:35.62+00 .. 2019-12-30 16:25:07.772+00}
160256,{2019-12-30 16:24:48.285+00 .. 2019-12-30 16:26:20.153+00}
160384,{2019-12-30 16:26:03.37+00 .. 2019-12-30 16:27:30.756+00}
160512,{2019-12-30 16:27:13.193+00 .. 2019-12-30 16:28:29.999+00}
160640,{2019-12-30 16:28:15.617+00 .. 2019-12-30 16:29:32.982+00}
160768,{2019-12-30 16:29:15.258+00 .. 2019-12-30 19:32:35.105+00}
160896,{2019-12-30 18:08:20.339+00 .. 2019-12-30 19:34:05.046+00}
161024,{2019-12-30 19:34:00.14+00 .. 2019-12-30 19:45:11.052+00}
161152,{2019-12-30 19:44:53.295+00 .. 2019-12-30 19:46:19.909+00}
161280,{2019-12-30 19:45:59.005+00 .. 2019-12-30 19:47:26.562+00}
161408,{2019-12-30 19:47:08.52+00 .. 2019-12-30 19:48:34.696+00}
161536,{2019-12-30 19:48:18.049+00 .. 2019-12-30 22:59:14.278+00}
161664,{2019-12-30 22:57:28.191+00 .. 2019-12-31 06:03:27.892+00}
161792,{2019-12-31 06:02:01.654+00 .. 2019-12-31 06:04:27.018+00}
161920,{2019-12-31 06:04:13.478+00 .. 2019-12-31 06:05:14.826+00}
162048,{2019-12-31 06:04:59.327+00 .. 2019-12-31 06:06:21.331+00}
162176,{2019-12-31 06:06:05.117+00 .. 2019-12-31 06:07:24.809+00}
162304,{2019-12-31 06:07:09.918+00 .. 2019-12-31 06:08:42.018+00}
162432,{2019-12-31 06:08:22.387+00 .. 2019-12-31 06:10:05.705+00}
162560,{2019-12-31 06:09:44.693+00 .. 2019-12-31 06:11:22.837+00}
162688,{2019-12-31 06:10:59.05+00 .. 2019-12-31 06:12:18.703+00}
162816,{2019-12-31 06:12:04.354+00 .. 2019-12-31 10:06:38.437+00}
162944,{2019-12-31 10:00:49.243+00 .. 2019-12-31 20:46:38.476+00}
163072,{2019-12-31 20:29:01.451+00 .. 2019-12-31 20:47:23.895+00}
163200,{2019-12-31 20:47:20.481+00 .. 2019-12-31 21:30:30.712+00}
163328,{2019-12-31 21:29:58.396+00 .. 2019-12-31 21:34:07.645+00}
163456,{2019-12-31 21:33:52.253+00 .. 2019-12-31 21:47:00.892+00}
163584,{2019-12-31 21:46:41.217+00 .. 2020-01-01 14:28:08.855+00}
163712,{2019-12-31 22:09:03.858+00 .. 2020-01-01 22:59:02.175+00}
163840,{2020-01-01 20:20:39.463+00 .. 2020-01-02 08:55:37.155+00}
163968,{2020-01-02 08:55:36.973+00 .. 2020-01-02 14:50:41.423+00}
164096,{2020-01-02 14:39:26.716+00 .. 2020-01-02 15:19:34.461+00}
164224,{2020-01-02 15:19:30.973+00 .. 2020-01-02 15:25:52.141+00}
164352,{2020-01-02 15:25:32.261+00 .. 2020-01-02 19:53:06.96+00}
164480,{2020-01-02 19:53:06.964+00 .. 2020-01-03 07:59:22.656+00}
164608,{2020-01-03 02:42:13.359+00 .. 2020-01-03 08:04:01.879+00}
164736,{2020-01-03 08:03:47.759+00 .. 2020-01-03 08:05:47.853+00}
164864,{2020-01-03 08:05:00.801+00 .. 2020-01-03 08:08:10.118+00}
164992,{2020-01-03 08:06:18.159+00 .. 2020-01-03 08:08:29.459+00}
165120,{2020-01-03 08:08:26.902+00 .. 2020-01-03 09:48:03.074+00}
165248,{2020-01-03 09:48:03.075+00 .. 2020-01-03 22:59:02.283+00}
165376,{2020-01-03 20:25:16.675+00 .. 2020-01-04 07:44:08.397+00}
165504,{2020-01-04 07:39:42.15+00 .. 2020-01-04 07:46:54.445+00}
165632,{2020-01-04 07:45:06.325+00 .. 2020-01-04 07:46:54.779+00}
165760,{2020-01-04 07:46:10.197+00 .. 2020-01-04 11:14:28.364+00}
165888,{2020-01-04 11:14:00.656+00 .. 2020-01-04 11:18:51.626+00}
166016,{2020-01-04 11:18:25.929+00 .. 2020-01-04 18:08:05.38+00}
166144,{2020-01-04 18:08:05.276+00 .. 2020-01-04 23:48:48.687+00}
166272,{2020-01-04 23:48:48.717+00 .. 2020-01-05 07:55:44.908+00}
166400,{2020-01-05 07:55:39.382+00 .. 2020-01-05 07:57:18.332+00}
166528,{2020-01-05 07:56:50.732+00 .. 2020-01-05 07:58:31.232+00}
166656,{2020-01-05 07:58:08.218+00 .. 2020-01-05 07:59:53.322+00}
166784,{2020-01-05 07:59:22.879+00 .. 2020-01-06 06:01:51.345+00}
166912,{2020-01-06 06:01:34.39+00 .. 2020-01-06 06:05:09.361+00}
167040,{2020-01-06 06:04:48.722+00 .. 2020-01-06 06:06:16.662+00}
167168,{2020-01-06 06:05:54.982+00 .. 2020-01-06 06:07:23.996+00}
167296,{2020-01-06 06:07:09.048+00 .. 2020-01-06 06:09:59.441+00}
167424,{2020-01-06 06:09:46.651+00 .. 2020-01-06 14:12:22.676+00}
167552,{2020-01-06 14:12:22.784+00 .. 2020-01-06 21:51:38.951+00}
167680,{2020-01-06 20:18:09.31+00 .. 2020-04-02 19:07:27.531+00}
167808,{2020-01-07 06:19:00.072+00 .. 2020-01-07 06:21:00.226+00}
167936,{2020-01-07 06:20:47.06+00 .. 2020-01-07 06:22:04.071+00}
168064,{2020-01-07 06:21:55.513+00 .. 2020-01-07 06:23:51.269+00}
168192,{2020-01-07 06:22:55.557+00 .. 2020-01-07 06:24:48.305+00}
168320,{2020-01-07 06:23:51.637+00 .. 2020-01-07 06:24:49.055+00}
168448,{2020-01-07 06:24:48.305+00 .. 2020-04-02 20:06:42.198+00}
168576,{2020-01-07 20:18:48.327+00 .. 2020-04-02 21:15:49.29+00}
168704,{2020-01-08 06:26:13.956+00 .. 2020-01-08 06:29:35.61+00}
168832,{2020-01-08 06:29:13.468+00 .. 2020-01-08 06:30:43.541+00}
168960,{2020-01-08 06:30:25.593+00 .. 2020-01-08 06:32:17.582+00}
169088,{2020-01-08 06:31:42.406+00 .. 2020-01-08 06:33:24.044+00}
169216,{2020-01-08 06:33:03.901+00 .. 2020-01-08 06:34:27.729+00}
169344,{2020-01-08 06:34:05.477+00 .. 2020-01-08 06:35:30.272+00}
169472,{2020-01-08 06:35:15.814+00 .. 2020-01-08 06:36:36.844+00}
169600,{2020-01-08 06:36:18.218+00 .. 2020-01-08 06:37:40.155+00}
169728,{2020-01-08 06:37:23.533+00 .. 2020-01-08 06:38:46.019+00}
169856,{2020-01-08 06:38:26.908+00 .. 2020-01-08 06:40:03.866+00}
169984,{2020-01-08 06:39:45.838+00 .. 2020-01-08 06:40:56.807+00}
170112,{2020-01-08 06:40:41.494+00 .. 2020-01-08 06:42:44.456+00}
170240,{2020-01-08 06:42:35.212+00 .. 2020-04-02 23:10:56.764+00}
170368,{2020-01-08 16:11:19.897+00 .. 2020-04-02 23:33:38.27+00}
170496,{2020-01-08 22:59:13.481+00 .. 2020-04-03 00:25:24.993+00}
170624,{2020-01-09 04:31:55.722+00 .. 2020-01-09 04:33:26.344+00}
170752,{2020-01-09 04:32:51.62+00 .. 2020-01-09 04:34:32.791+00}
170880,{2020-01-09 04:33:57.774+00 .. 2020-01-09 04:35:18.955+00}
171008,{2020-01-09 04:34:57.925+00 .. 2020-01-09 04:36:18.178+00}
171136,{2020-01-09 04:36:04.16+00 .. 2020-01-09 04:37:28.86+00}
171264,{2020-01-09 04:37:15.13+00 .. 2020-04-03 00:54:40.141+00}
171392,{2020-01-09 04:39:06.305+00 .. 2020-01-09 04:56:11.244+00}
171520,{2020-01-09 04:55:51.839+00 .. 2020-01-09 04:57:29.124+00}
171648,{2020-01-09 04:57:03.495+00 .. 2020-01-09 04:58:51.228+00}
171776,{2020-01-09 04:58:36.905+00 .. 2020-01-09 05:00:04.288+00}
171904,{2020-01-09 04:59:42.112+00 .. 2020-04-03 02:23:39.647+00}
172032,{2020-01-09 05:00:49.316+00 .. 2020-01-09 05:02:10.366+00}
172160,{2020-01-09 05:01:57.326+00 .. 2020-01-09 05:04:07.096+00}
172288,{2020-01-09 05:04:01.312+00 .. 2020-04-03 13:09:09.713+00}
172416,{2020-01-09 05:12:30.58+00 .. 2020-01-09 05:14:25.806+00}
172544,{2020-01-09 05:13:58.583+00 .. 2020-01-09 05:15:31.8+00}
172672,{2020-01-09 05:15:09.015+00 .. 2020-01-09 05:16:49.622+00}
172800,{2020-01-09 05:16:31.686+00 .. 2020-01-09 05:18:12.621+00}
172928,{2020-01-09 05:17:56.452+00 .. 2020-01-09 05:19:12.523+00}
173056,{2020-01-09 05:18:59.813+00 .. 2020-04-03 10:59:59.92+00}
173184,{2020-01-09 05:20:55.388+00 .. 2020-04-03 13:09:17.243+00}
173312,{2020-01-09 05:49:06.402+00 .. 2020-04-03 11:01:50.799+00}
173440,{2020-01-09 05:50:14.219+00 .. 2020-01-09 05:51:46.026+00}
173568,{2020-01-09 05:51:27.458+00 .. 2020-04-03 13:09:17.38+00}
173696,{2020-01-09 05:52:51.912+00 .. 2020-01-09 05:54:21.498+00}
173824,{2020-01-09 05:54:03.333+00 .. 2020-01-09 05:55:40.897+00}
173952,{2020-01-09 05:55:26.066+00 .. 2020-01-09 06:08:10.153+00}
174080,{2020-01-09 06:08:10.262+00 .. 2020-04-03 12:34:37.847+00}
174208,{2020-01-09 15:08:05.414+00 .. 2020-04-03 13:09:09.55+00}
174336,{2020-01-09 15:09:14.083+00 .. 2020-01-09 15:11:16.359+00}
174464,{2020-01-09 15:10:33.711+00 .. 2020-01-09 15:12:09.27+00}
174592,{2020-01-09 15:11:36.956+00 .. 2020-01-09 15:13:17.77+00}
174720,{2020-01-09 15:12:40.472+00 .. 2020-01-09 15:14:10.943+00}
174848,{2020-01-09 15:13:44.144+00 .. 2020-01-09 15:15:46.642+00}
174976,{2020-01-09 15:15:33.74+00 .. 2020-01-09 15:34:33.026+00}
175104,{2020-01-09 15:34:17.466+00 .. 2020-01-09 15:35:49.01+00}
175232,{2020-01-09 15:35:30.215+00 .. 2020-01-09 15:36:53.422+00}
175360,{2020-01-09 15:36:39.488+00 .. 2020-01-09 15:38:13.509+00}
175488,{2020-01-09 15:37:55.16+00 .. 2020-04-03 15:44:10.781+00}
175616,{2020-01-09 15:39:09.123+00 .. 2020-01-09 15:40:41.616+00}
175744,{2020-01-09 15:40:27.021+00 .. 2020-04-03 16:21:07.194+00}
175872,{2020-01-09 15:42:26.785+00 .. 2020-04-03 16:37:51.921+00}
176000,{2020-01-09 15:50:46.974+00 .. 2020-01-09 15:52:50.819+00}
176128,{2020-01-09 15:52:03.772+00 .. 2020-01-09 15:53:22.985+00}
176256,{2020-01-09 15:53:05.356+00 .. 2020-01-09 15:54:57.904+00}
176384,{2020-01-09 15:54:13.133+00 .. 2020-01-09 15:56:44.215+00}
176512,{2020-01-09 15:55:44.09+00 .. 2020-01-09 15:57:59.925+00}
176640,{2020-01-09 15:57:05.949+00 .. 2020-01-09 15:59:41.7+00}
176768,{2020-01-09 15:59:06.171+00 .. 2020-04-03 17:05:45.096+00}
176896,{2020-01-09 17:34:30.626+00 .. 2020-01-09 17:39:18.59+00}
177024,{2020-01-09 17:37:00.96+00 .. 2020-04-03 17:05:45.124+00}
177152,{2020-01-09 17:38:24.947+00 .. 2020-01-09 17:40:23.364+00}
177280,{2020-01-09 17:39:31.17+00 .. 2020-01-09 17:41:21.661+00}
177408,{2020-01-09 17:40:46.498+00 .. 2020-01-09 17:42:56.968+00}
177536,{2020-01-09 17:41:56.196+00 .. 2020-01-09 17:43:17.356+00}
177664,{2020-01-09 17:43:05.139+00 .. 2020-01-09 18:05:04.952+00}
177792,{2020-01-09 18:04:43.136+00 .. 2020-01-09 18:06:34.874+00}
177920,{2020-01-09 18:05:49.885+00 .. 2020-01-09 18:07:29.713+00}
178048,{2020-01-09 18:06:58.091+00 .. 2020-01-09 18:08:21.042+00}
178176,{2020-01-09 18:07:56.238+00 .. 2020-04-03 15:29:11.817+00}
178304,{2020-01-09 18:09:05.173+00 .. 2020-01-09 18:11:22.805+00}
178432,{2020-01-09 18:10:12.289+00 .. 2020-01-09 18:11:31.816+00}
178560,{2020-01-09 18:11:21.115+00 .. 2020-01-09 18:49:48.796+00}
178688,{2020-01-09 18:49:33.189+00 .. 2020-01-09 18:51:06.682+00}
178816,{2020-01-09 18:50:44.324+00 .. 2020-01-09 18:52:12.318+00}
178944,{2020-01-09 18:51:43.495+00 .. 2020-01-09 18:53:55.478+00}
179072,{2020-01-09 18:53:05.614+00 .. 2020-04-03 17:05:45.129+00}
179200,{2020-01-09 18:54:25.069+00 .. 2020-01-09 18:56:12.449+00}
179328,{2020-01-09 18:55:31.553+00 .. 2020-01-09 18:56:43.558+00}
179456,{2020-01-09 18:56:32.965+00 .. 2020-01-09 19:02:03.594+00}
179584,{2020-01-09 19:01:56.2+00 .. 2020-01-09 19:03:22.751+00}
179712,{2020-01-09 19:02:55.67+00 .. 2020-01-09 19:04:18.746+00}
179840,{2020-01-09 19:04:04.304+00 .. 2020-01-09 19:05:36.313+00}
179968,{2020-01-09 19:05:24.277+00 .. 2020-01-09 19:06:56.262+00}
180096,{2020-01-09 19:06:33.383+00 .. 2020-01-09 19:13:51.368+00}
180224,{2020-01-09 19:13:27.868+00 .. 2020-01-09 19:14:59.038+00}
180352,{2020-01-09 19:14:36.266+00 .. 2020-01-09 19:15:55.088+00}
180480,{2020-01-09 19:15:42.497+00 .. 2020-04-03 17:05:45.14+00}
180608,{2020-01-09 19:16:38.829+00 .. 2020-01-09 19:17:58.623+00}
180736,{2020-01-09 19:17:39.071+00 .. 2020-01-09 19:18:59.547+00}
180864,{2020-01-09 19:18:41.565+00 .. 2020-01-09 19:19:47.496+00}
180992,{2020-01-09 19:19:44.583+00 .. 2020-01-09 19:35:59.767+00}
181120,{2020-01-09 19:35:27.259+00 .. 2020-01-09 19:37:11.391+00}
181248,{2020-01-09 19:36:33.708+00 .. 2020-01-09 19:38:38.929+00}
181376,{2020-01-09 19:37:37.056+00 .. 2020-04-03 17:05:45.251+00}
181504,{2020-01-09 19:38:53.792+00 .. 2020-01-09 19:40:15.427+00}
181632,{2020-01-09 19:40:03.168+00 .. 2020-01-09 19:41:24.531+00}
181760,{2020-01-09 19:41:08.419+00 .. 2020-01-09 19:42:21.482+00}
181888,{2020-01-09 19:42:13.278+00 .. 2020-04-03 17:22:52.342+00}
182016,{2020-01-09 20:09:48.216+00 .. 2020-01-09 20:12:05.485+00}
182144,{2020-01-09 20:11:00.151+00 .. 2020-01-09 20:12:55.942+00}
182272,{2020-01-09 20:12:05.895+00 .. 2020-01-09 20:13:59.638+00}
182400,{2020-01-09 20:13:16.783+00 .. 2020-01-09 20:14:46.573+00}
182528,{2020-01-09 20:14:23.201+00 .. 2020-01-09 20:16:17.708+00}
182656,{2020-01-09 20:15:26.247+00 .. 2020-01-09 20:16:35.088+00}
182784,{2020-01-09 20:16:29.773+00 .. 2020-04-03 17:28:48.973+00}
182912,{2020-01-09 20:19:58.293+00 .. 2020-01-09 20:46:47.935+00}
183040,{2020-01-09 20:45:09.018+00 .. 2020-01-09 20:48:20.628+00}
183168,{2020-01-09 20:46:35.757+00 .. 2020-01-09 20:48:54.633+00}
183296,{2020-01-09 20:48:02.189+00 .. 2020-01-09 20:49:52.044+00}
183424,{2020-01-09 20:49:07.52+00 .. 2020-01-09 20:51:03.525+00}
183552,{2020-01-09 20:50:32.355+00 .. 2020-01-09 20:52:11.092+00}
183680,{2020-01-09 20:51:38.513+00 .. 2020-01-09 20:53:37.693+00}
183808,{2020-01-09 20:53:32.023+00 .. 2020-01-09 21:26:13.65+00}
183936,{2020-01-09 21:26:08.544+00 .. 2020-04-03 18:10:51.664+00}
184064,{2020-01-09 21:27:15.807+00 .. 2020-01-09 21:29:04.997+00}
184192,{2020-01-09 21:28:24.688+00 .. 2020-01-09 21:30:38.971+00}
184320,{2020-01-09 21:29:33.73+00 .. 2020-01-09 21:31:23.974+00}
184448,{2020-01-09 21:30:57.701+00 .. 2020-04-03 18:11:47.696+00}
184576,{2020-01-09 21:31:56.582+00 .. 2020-04-03 18:18:21.819+00}
184704,{2020-01-09 21:33:42.919+00 .. 2020-04-04 18:09:31.178+00}
184832,{2020-01-10 00:59:10.958+00 .. 2020-04-04 18:09:31.251+00}
184960,{2020-01-10 01:02:15.5+00 .. 2020-01-10 01:04:48.744+00}
185088,{2020-01-10 01:03:25.145+00 .. 2020-01-10 01:06:55.668+00}
185216,{2020-01-10 01:04:48.829+00 .. 2020-01-10 01:07:23.747+00}
185344,{2020-01-10 01:06:01.232+00 .. 2020-01-10 01:07:45.029+00}
185472,{2020-01-10 01:07:03.746+00 .. 2020-01-10 01:09:28.203+00}
185600,{2020-01-10 01:08:54.974+00 .. 2020-04-04 18:09:31.287+00}
185728,{2020-01-10 06:02:42.644+00 .. 2020-01-10 06:05:10.215+00}
185856,{2020-01-10 06:03:56.081+00 .. 2020-01-10 06:06:51.894+00}
185984,{2020-01-10 06:06:00.036+00 .. 2020-01-10 06:09:17.516+00}
186112,{2020-01-10 06:08:57.089+00 .. 2020-01-10 06:10:45.803+00}
186240,{2020-01-10 06:09:52.334+00 .. 2020-01-10 06:25:45.667+00}
186368,{2020-01-10 06:24:57.79+00 .. 2020-01-10 06:26:53.152+00}
186496,{2020-01-10 06:26:14.937+00 .. 2020-01-10 06:28:00.637+00}
186624,{2020-01-10 06:27:18.62+00 .. 2020-01-10 06:28:47.982+00}
186752,{2020-01-10 06:28:16.211+00 .. 2020-01-10 06:30:05.093+00}
186880,{2020-01-10 06:29:13.98+00 .. 2020-01-10 06:30:57.574+00}
187008,{2020-01-10 06:30:13.803+00 .. 2020-04-03 17:34:02.799+00}
187136,{2020-01-10 06:31:23.62+00 .. 2020-01-10 06:33:24.482+00}
187264,{2020-01-10 06:32:23.267+00 .. 2020-01-10 06:35:09.71+00}
187392,{2020-01-10 06:33:24.103+00 .. 2020-01-10 06:36:07.563+00}
187520,{2020-01-10 06:34:30.039+00 .. 2020-01-10 06:36:07.697+00}
187648,{2020-01-10 06:35:43.143+00 .. 2020-01-10 06:37:40.998+00}
187776,{2020-01-10 06:37:30.862+00 .. 2020-04-04 18:09:31.315+00}
187904,{2020-01-10 13:27:10.663+00 .. 2020-01-10 14:22:01.176+00}
188032,{2020-01-10 14:22:01.047+00 .. 2020-01-10 15:22:02.199+00}
188160,{2020-01-10 15:22:00.599+00 .. 2020-04-04 18:09:31.333+00}
188288,{2020-01-10 17:26:51.55+00 .. 2020-01-10 20:22:04.302+00}
188416,{2020-01-10 20:21:57.121+00 .. 2020-01-10 21:45:57.319+00}
188544,{2020-01-10 21:45:57.318+00 .. 2020-04-04 18:26:40.649+00}
188672,{2020-01-11 06:34:56.827+00 .. 2020-01-11 06:40:58.258+00}
188800,{2020-01-11 06:40:40.839+00 .. 2020-01-11 06:41:36.678+00}
188928,{2020-01-11 06:41:35.06+00 .. 2020-04-04 18:37:53.214+00}
189056,{2020-01-11 07:05:05.138+00 .. 2020-01-11 07:10:08.726+00}
189184,{2020-01-11 07:08:50.743+00 .. 2020-01-11 07:11:15.584+00}
189312,{2020-01-11 07:10:08.473+00 .. 2020-04-04 23:55:50.282+00}
189440,{2020-01-11 07:11:15.841+00 .. 2020-01-11 07:13:43.275+00}
189568,{2020-01-11 07:12:16.996+00 .. 2020-01-11 07:16:52.723+00}
189696,{2020-01-11 07:13:12.051+00 .. 2020-01-11 07:16:49.396+00}
189824,{2020-01-11 07:14:07.896+00 .. 2020-01-11 07:16:53.057+00}
189952,{2020-01-11 07:15:00.236+00 .. 2020-01-11 07:17:47.29+00}
190080,{2020-01-11 07:16:14.202+00 .. 2020-01-11 07:18:04.853+00}
190208,{2020-01-11 07:17:27.793+00 .. 2020-01-11 07:18:54.415+00}
190336,{2020-01-11 07:18:25.032+00 .. 2020-01-11 07:19:23.779+00}
190464,{2020-01-11 07:19:21.841+00 .. 2020-01-11 10:35:42.421+00}
190592,{2020-01-11 10:35:42.469+00 .. 2020-01-11 14:55:44.579+00}
190720,{2020-01-11 14:55:35.725+00 .. 2020-01-11 18:22:50.692+00}
190848,{2020-01-11 18:22:45.081+00 .. 2020-04-04 23:55:51.242+00}
190976,{2020-01-11 20:21:57.562+00 .. 2020-01-11 20:41:10.962+00}
191104,{2020-01-11 20:41:09.395+00 .. 2020-01-11 22:55:50.256+00}
191232,{2020-01-11 22:55:42.498+00 .. 2020-04-04 23:56:35.484+00}
191360,{2020-01-12 06:12:08.483+00 .. 2020-01-12 06:13:45.585+00}
191488,{2020-01-12 06:13:40.075+00 .. 2020-01-12 06:16:35.011+00}
191616,{2020-01-12 06:15:48.707+00 .. 2020-01-12 06:17:43.217+00}
191744,{2020-01-12 06:17:23.871+00 .. 2020-01-12 06:19:20.16+00}
191872,{2020-01-12 06:19:00.532+00 .. 2020-01-12 06:22:07.518+00}
192000,{2020-01-12 06:20:22.939+00 .. 2020-04-04 23:56:40.116+00}
192128,{2020-01-12 06:22:08.567+00 .. 2020-01-12 06:24:11.346+00}
192256,{2020-01-12 06:23:19.154+00 .. 2020-01-12 06:24:55.151+00}
192384,{2020-01-12 06:24:11.959+00 .. 2020-01-12 06:26:43.278+00}
192512,{2020-01-12 06:25:13.668+00 .. 2020-01-12 06:27:00.136+00}
192640,{2020-01-12 06:26:15.634+00 .. 2020-01-12 06:28:19.505+00}
192768,{2020-01-12 06:27:07.318+00 .. 2020-01-12 06:29:15.988+00}
192896,{2020-01-12 06:28:08.87+00 .. 2020-01-12 06:29:26.545+00}
193024,{2020-01-12 06:29:13.629+00 .. 2020-01-12 06:30:59.29+00}
193152,{2020-01-12 06:30:13.28+00 .. 2020-04-04 23:56:55.939+00}
193280,{2020-01-12 06:31:16.27+00 .. 2020-01-12 06:33:00.042+00}
193408,{2020-01-12 06:32:18.175+00 .. 2020-01-12 06:33:50.534+00}
193536,{2020-01-12 06:33:19.287+00 .. 2020-01-12 06:34:24.061+00}
193664,{2020-01-12 06:34:15.69+00 .. 2020-01-12 06:35:42.48+00}
193792,{2020-01-12 06:35:20.902+00 .. 2020-01-12 06:36:42.714+00}
193920,{2020-01-12 06:36:15.551+00 .. 2020-01-12 06:39:37.122+00}
194048,{2020-01-12 06:39:04.872+00 .. 2020-04-04 23:57:16.042+00}
194176,{2020-01-12 10:58:07.973+00 .. 2020-01-12 14:53:33.159+00}
194304,{2020-01-12 14:52:59.716+00 .. 2020-04-05 00:28:57.072+00}
194432,{2020-01-12 15:26:34.155+00 .. 2020-01-12 17:27:02.363+00}
194560,{2020-01-12 17:26:39.117+00 .. 2020-01-12 18:22:06.149+00}
194688,{2020-01-12 18:21:57.522+00 .. 2020-01-12 19:27:32.768+00}
194816,{2020-01-12 19:27:15.326+00 .. 2020-01-12 20:22:12.177+00}
194944,{2020-01-12 20:21:48.109+00 .. 2020-04-05 01:05:22.623+00}
195072,{2020-01-12 20:27:54.245+00 .. 2020-04-05 02:16:13.293+00}
195200,{2020-01-13 01:42:31.298+00 .. 2020-04-04 23:56:31.382+00}
195328,{2020-01-13 06:32:05.615+00 .. 2020-01-13 06:34:02.899+00}
195456,{2020-01-13 06:33:47.085+00 .. 2020-01-13 06:37:55.725+00}
195584,{2020-01-13 06:37:37.512+00 .. 2020-01-13 06:39:20.454+00}
195712,{2020-01-13 06:39:12.088+00 .. 2020-01-13 06:49:50.857+00}
195840,{2020-01-13 06:49:38.141+00 .. 2020-04-05 04:11:05.29+00}
195968,{2020-01-13 06:51:01.723+00 .. 2020-01-13 06:53:34.294+00}
196096,{2020-01-13 06:52:30.656+00 .. 2020-01-13 06:54:55.764+00}
196224,{2020-01-13 06:53:43.957+00 .. 2020-01-13 06:56:27.951+00}
196352,{2020-01-13 06:54:50.696+00 .. 2020-01-13 06:57:24.98+00}
196480,{2020-01-13 06:56:02.34+00 .. 2020-01-13 06:57:37.134+00}
196608,{2020-01-13 06:57:02.188+00 .. 2020-01-13 06:59:55.517+00}
196736,{2020-01-13 06:58:00.284+00 .. 2020-01-13 06:59:58.864+00}
196864,{2020-01-13 06:59:11.059+00 .. 2020-04-05 04:20:05.469+00}
196992,{2020-01-13 07:00:10.409+00 .. 2020-04-05 05:20:04.069+00}
197120,{2020-01-13 07:01:06.287+00 .. 2020-01-13 07:03:13.341+00}
197248,{2020-01-13 07:02:14.662+00 .. 2020-01-13 07:03:50.867+00}
197376,{2020-01-13 07:03:14.594+00 .. 2020-01-13 07:05:13.137+00}
197504,{2020-01-13 07:04:10.161+00 .. 2020-01-13 07:08:48.745+00}
197632,{2020-01-13 07:05:15.34+00 .. 2020-01-13 07:09:04.789+00}
197760,{2020-01-13 07:06:14.07+00 .. 2020-01-13 07:10:00.715+00}
197888,{2020-01-13 07:07:10.753+00 .. 2020-01-13 07:10:20.257+00}
198016,{2020-01-13 07:08:00.44+00 .. 2020-01-13 07:10:26.435+00}
198144,{2020-01-13 07:09:02.524+00 .. 2020-01-13 07:10:26.442+00}
198272,{2020-01-13 07:10:04.143+00 .. 2020-01-13 07:12:50.587+00}
198400,{2020-01-13 07:12:48.629+00 .. 2020-04-05 05:29:22.885+00}
198528,{2020-01-13 20:30:34.204+00 .. 2020-04-05 06:00:06.084+00}
198656,{2020-01-14 02:55:21.94+00 .. 2020-01-14 08:42:08.102+00}
198784,{2020-01-14 08:41:45.241+00 .. 2020-01-14 08:43:33.995+00}
198912,{2020-01-14 08:42:45.561+00 .. 2020-04-05 06:10:04.254+00}
199040,{2020-01-14 08:47:10.005+00 .. 2020-01-14 08:49:09.014+00}
199168,{2020-01-14 08:48:47.34+00 .. 2020-01-14 09:19:07.583+00}
199296,{2020-01-14 09:19:05.838+00 .. 2020-01-14 09:23:15.826+00}
